Timestamp,Type,Mask,NodeID,PktID,Payload,RSSI,BC_Seq
2026-03-30 16:46:22,BC,1,1,2,aaaabbbb0000000000000000000000000000000000000000000000000000000000000000,-102,0504
2026-03-30 16:46:25,BC,1,1,2,aaaabbbb0000000000000000000000000000000000000000000000000000000000000000,-122,05040301
2026-03-30 16:46:33,BC,3,1,1,aaaabbbb0000000000000000000000000000000000000000000000000000000000000000,-92,0403
2026-03-30 16:46:45,BC,3,1,1,aaaabbbb0000000000000000000000000000000000000000000000000000000000000000,-92,050403
2026-03-30 16:46:47,ENV,1,1,1,aaaabbbb0000000000000000000000000000000000000000000000000000000000000000,,
2026-03-30 16:48:31,BC,1,1,1,aaaabbbb0000000000000000000000000000000000000000000000000000000000000000,-92,050403
2026-03-30 16:48:45,BC,1,1,1,aaaabbbb0000000000000000000000000000000000000000000000000000000000000000,-89,050401
2026-03-30 16:48:48,BC,3,1,1,aaaabbbb0000000000000000000000000000000000000000000000000000000000000000,-92,050403
